,text
3129," ""Friend zone"" concept relies on foregone conclusion sex is a given. #wellactually that makes you a rapist"
3854,RT Im not sexist but some females need to stay off the fucking roads
1033,"this the one&# ;RT hoes dont be wantin ya nigga, they want ya happiness, thinkin he gone do them what he does for u&# ; silly hoes"
7587,"&# ; haahaa ,dumb bitch"
2404, I know that your husband can beat you there and there is nothing you can do.
1486,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
4798,God dam man that freestyle is so retarded that its fumny af omg
19110, ight this Friday nig
5851,"Let niggas hate, bitches loving it."
4211, the ending was retarded
3893, Ugly hoes love to fight lmao . They ain't got none to lose &# ;&# ;
4905, MIL And its cause of Romo bitch ass Dez &amp; Witten not eating
1905,She fuck with me cause I ain't no bitch .
935,Should I be worried that a lady behind my building is talking to a crow?
3509, I spent the morning at the Board of Elections getting maps/data to start registering every black person in #Ferguson. ht...
1114," Alec Baldwin mocks Harris-Perry: &# ;If I cry, will I be forgiven all my transgressions?&# ; via "
2577,Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy
1168,Thats why I aint cuffing until Im grown af These hoes ain't loyal
9208,If your main reason for disliking something is because it is popular there is a % chance you're a little stupid idiot bitch baby child.
2443," The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees "
616,That judge whatever his name needs to stop the fake tan. He is literally ORANGE #mkr
1979,"So if I had dreads, tattoos AND a beard Id get all the bitches??"
2409, But Sharia is very sexist and / of Muslims want it.
10808, io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!
2927,My bitch was so loaded last night &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; 
283,Don't lose sleep bout these bitches bc they come and go &# ;
7037, looks ghetto as fuck
10762,These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?
3967, unpredictable is an excuse for retarded
8231,Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes
4215, Let people read the Quran and see that it comes from hate. 
2363," Oh, yeah, the HPV shot swells like a bitch. Put some ice on it for a bit if you want, it'll go down eventually."
9807, bitch get yo duck ass off my shit
189,"Shut yo ""new year, new me"" lookin ass up bitch. &# ;&# ;"
2683, One good woman is worth a thousand bad bitches......but I still wanna fuck a thousand bitches
2217, doesn't wife these bitches 
19577, year old pussy tastes like hope.
2364, Just cause i liked a photo from weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to
6335," i don't want no thot , a thot is a girl that can't get no&# ;&# ;from me, hanging with the other little hoes, wearing her be&# ;"
993," I wish my parents bought me a car man.. People bitch about not getting what car they want when they want it, and its free&# ;"
2786, of course bitch. I kinda wanna attempt to play madden tho
10131, thus you have the term redneck also.... The Creator is not mocked. Good for you...Excellent Precept Daughter!
421," Fuck a hoe, respect a woman, love a lady&# ;"
1948,Reathie scared thenna bitch
1047, These hoes don't give a fuck if you got a girl or not
797,Yo bitch know wat im talkin bout
3681,RT Listen I'm not sexist but there's never been a good all girl band that's just plain fact
4024,&# ; % of the female population needs to stop being such a bitch&# ;
1724,OMG Have yall ever met a dyke who didn't have a kid?
4033,It's like a Greatest Hits Not sexist but women have a weird sense of humor and can't drive
1277, The truth hurts nigguh.
5578,"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow "
4306," #Islam tarnishes itself. I just point out the truth of what is there, and you try to rationalize it because you are ashamed."
4096, And I don't have any confidence NONWHATSOEVER in you Barack! You're the sole reason why this country is in thi&# ;
1126, &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; Watching a bird poop on your car after you just got it washed 
11825,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred."
5984,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
931, When I criticised the #HeForShe campaign and a feminist responded / #WomenAgainstFeminism 
4529, If Yoda had a pussy. That's what I look like in the morning.
7627,". They have no sense of irony or awareness. Or shame. Or decency. Or...well, I could do this all day..."
703, *rides into the pussy on a gym class butt scooter* 
2541, Lowkey I put sum of these hoes on the map ... So call me kingtunchi bitch !
7904, yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full
9387,#AsAGiraffes pussy 
7432,You trash tho Edgewood Basketball court NOW!!!!
986, &# ; Charlie Sheen gets point for this 
7252,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.
1430,givenchy my toes and my bros and my hoes
6117,Eagles fucking trash
3439,"Hello, and to them bitches!!!!! "" I just want him to keep them lies to his self..&# ;&# ;"""
1840,Ash would know all about poles. I can tell. #MKR
2885, What's wrong with these bitches breh 
6263,Ciara not a ghetto name.. Well kinda but it&# ;s not &# ;ASHANTI&# ;
7775, more day bitches!!!!
4962, And it cost ISIS half their best fighters. The city can be rebuilt - free of the ISIS animals.
3816, grow a pair pussy
10545,I love German. I wish Nansemonds bitch ass had it
4099,&# ; No yu can't get no money yu silly hoe...&# ;
18268, Call me sexist but I refuse to watch a football game in which a woman referees. #ItsaMansSport #DUKEvsUNC #NoWomenExis...
2188,They should free all da real niccas n give the snitches da time
5918,"Bitch ass people are the first to call someone out for being a ""bitch"""
8234, text me u nigglet
6209,""" :hobbies include: fighting Mariam"" bitch"
1577, Throw me in trash 
5056," Scientist lands a robot on a comet, feminists crucify him for his shirt. Biden licks ear of someone's wife - Silence "
3330,Jeter almost broke Yankee stadium
1309,Word... But what r Dms? RT A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
343, dont get that bacon stuffed crust tho its trash
617," LOL Wait a minute, I&# ;m seeing mad dope costumes.. Yall stop trying to steal Halloween back from the hoes !!!"
8443, I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &# ;
3932,this ho on Lifetime cray
1147,This store is SO redneck...
2938, shut up nigger
1246,"Yup, I officially do not like you. You are a needy greedy bitch who needs to have it your way."
418, so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.
8547,&# ; An orangutan once tried to have sex with actress Julia Roberts.&# ;Smart monkey&# ;
4246,&# ; don't fall in love with a bitch&# ; #bestadvice
11084, In Palestine a woman like you would have been honor killed long ago.
6368, blame it on the yellow chucks lmfao
18795,If you texting other niggas just let me know so I can find me some other bitches. No hard feelings
10806,"Bang, bitch, you think I'm strange, bitch? It's bananas like a fucking rangatang bitch #vote sos #EMABiggestFans D"
19965," Furthermore, those Jews were not nomads. In fact, the city of Medina was established by Jews before Mohammed attacked them."
6676, you're such a queer &# ;
12078, bitch what but I pull more hoes the u dream of
1581," A woman doing college play-by-play just sounds wrong. I'm not sexist, but seriously get back in the kitchen."
3587, &# ; I'm a wexican
4821, doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. 
18083," Not satisfied with raping a year old girl, the holy prophet (SBUH) also enjoyed sleeping around too... "
794,Hull all yuh mudda cunt Six strikers set for The Clasico 
5145, &# ;&# ;&# ; chill bitch
4448, you is a hoe
2900,like a bitch wit no ass u ain't shit
3612," As usual, you are a Muslim liar making any excuses for a religion of barbarity, murder, hatred, and sexism. And now you are blocked."
2955,Fucking redneck queers and their game invites
7609,People ask me y I never speak up bout the subtweets n lil shit people say ...BABY tbh ion give a dam bout none of that no nigga or bitch oml
1440, The Jews lived on % of Arabian peninsula before Mohammed began genocide.
472, back off ya queer bag
253, some niggas act like straight up bitches
2081,You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..
19722," #Yankees win, - , on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain"
7987,That nigga so trash
11189, Just eating animal crackers in sacrament! # AndLovinIt
3958,Vandalize that pussy.It's on.
7886, ehh it was tough but yeah. Lol jk of course niglet
5, A bitch is wearing a scarf today! I loves me a scarf.
2076, bitch ass nigggaaa
1136," HAHAHA ""chunky goalkeeper makes a save with his stomach"""
358,He so trash RT Cary Williamsc GOT CARRIED lol
11607,I don't get what standing on Ya tip toes does for these pics these hoes be taking
4698," Any achievements by Jews in Spain was despite Islam, not because of it."
4705, I think Zlatan even has Class in the way he talks trash
4133, I hate when people leave their trash in my car.
1647,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?
9383,Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.
824,"jig levitating Samsung made fun of #Bendgate. Now the Galaxy Note fails, too. "
6541,#Minnesota is full of white trash
3610, u going to get dropped bitch im a fucking nigga who got a fucking dick
10489, . comes in to close out the game here in the th. #Yankees
2738,RT Female comedians aren't funny #notsexist
268,I lost all my respect for my brother cause you acting like a straight up bitch
917,"This does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore"
2053, you have your nips pierced too ?! &# ;&# ;&# ;
1634, I'll see you guys later. I gotta go bake my blood crackers. 
4613, This is the life nigger
115,&# ; My Anaconda Don't My Anaconda Don't My Anaconda Don't Want None Unless You Got GOALS Hun &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; Smh . White Ass niggah .
2166,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.
2882,one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.
2650,Just hand them the game you zebra jack asses and save us all the trouble of watching
19869, Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' 
3855, Them jigaboos aka homewreckers needs to get blocked!
2105,How do I actually feel sorry for Katie and Nikki. Kat and Andre are idiots #mkr
18198, Because it's a known lie. Mostly. 
9624, &# ; &# ; any favorites off yellow album ?&# ;all of it&# ; #theperfectanswer &# ;
9,"Yeah im livin right, these bitches dead wrong"
6536, duh...lol. Me tweeting about eating pussy from the back with my tongue in that made that obvious...lol
