,text
2844,"Shyyyyyt, hours ain't no hoe... &# ; This fulltime.. /hr plus overtime and benefits sounds real good to me&# ;"
2544,"Brutus looking girl getting off the elevator as I'm walking into a different one... No bitch u can't come in, u can't u can't come in."
15640,The value of Abu Qutada&# ;s statement is that his credentials in Jihadi circles are impeccable. He&# ;s facing trial on terrorism charges.
6019,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you"
3149,S/o to my old hoes..S/o to my new hoes!!!
16142," ""had all the bitches on MySpace going nuts...."""
1941,Procrastination is really a bitch.
3032,Does it bother anyone else that the planet of the apes timeline makes no sense?
3498, It ain't nothin to cut that bitch off&# ;
1319," Leave ya kids unattended cause u wanna ""Turn up"" I hate u fertile hoes"
15844,Can you let me stretch that pussy out or nahhh
384,Fuck all y'all hoes &# ; gang shit &# ;&# ;
14976, I don't wanna be a hoe &# ;
442, It's retarded. Ignore the harlem shake fad and hope it goes away soon.
4070,"Finally back behind the sticks, visit me bitches #VBar #StMarksPlace #EastVillage #NYC #RichMahogany "
2624, ......Roses&# ;Are red Violets are blue.. You ain't gonna know when yo bitch tops The Crew &# ;
7263,You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. #halp
1941,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time"
7082,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy
2137, to lay up w my bitch
3571, Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&# ; 
3674,lil spook and yung lean and robb all night
3947,Charlie and Ron has constantly put out heat for their entire careers
1947,Ik his bitch ass saw me mentioned his tall ass
2502, speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else &# ; &# ;&# ;&# ;&# ; icu
3998,I can't with this disrespect ass bitches
6433,That was trash. I'm just gonna put my phone down. Goodnight
3236,I need a bitch to go down like I need a beat
4137,apparently I'm pathetic trash alright (-:
3759,"Lil bitch coulda let me go, I was right by my house !"
5691,Yeah okay let's just put a fire cracker in a cow pie and see what happens
8762, I likes me dem Mexican hoes. Day suck me off for dollas
1048, unpredictable is an excuse for retarded
294, Liberals threaten my life everyday on here. So don't mind me while I'm a total jackass to their butt hurt pussies right &# ;
15546,"Ayy yo my nigga be all up on da,pussy not lettin dat muafucka breathe."
7468, Yall hoes be looking so bad in your avi's then I look at the rest of your pics and U ugly as shit
1474,Im wit yo bitch smokin. Let her keep the mid Imma roll this potent
2298, I don't care about bitches. Hoes be into it with they damn self&# ;&# ;
1574,&# ; Making weed brownies tonight&# ; goin slide me a batch relo
903,My neighbors be sick when i wake um up to all this nigger music ctfu
2740,Jealous bitches smh
3636,"Why does MSNBC have a ""news"" show that is % opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
1891, Slide up on a bad bitch/Dat bitch look good
887,"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?"
3231,"Why don't you text your own mom, dumb bitch."
7588,"If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger."
2945,"These hoes out here carrying infections, yaw niggas better rap up w/ dat Latex! Haha"
7673, ill slap a hoe
2244,"niggas wait in line for jordan releases, puttin they life on the line, jus to impress some bitches"
697,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
3617," ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN"""
8412, I swear to god some guys are bigger bitches than girls
3434," If a mf really like you&# ;&# ;, they'll drop all their hoes&# ;&# ;, exes&# ;&# ;, &amp; groupies and focus only on you.. &# ;"
203, Dawson and Nicky Hickman delete the fake account and and stop being bitches
567,"&# ; If Howard elbow bosh, will bosh fight back?&# ; don't have to got mcbob bird and UD"
1715, The birds outside my bedroom window have way too much to talk about for first thing in the morning! Mrrrrrrr....
2708,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A- Silences Taliban During Intense Night Time Firefight... 
8814, pussy
193," If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch."
15747, Lil stupid ass bitch I don't fuck with YOU!!&# ;
585," Let a bitch try me try me, Ima swing her to the whole mf family &# ;&# ;"
2235," Kevin Gates said ""real niggas eat booty, real niggas please they bitches, ION GET TIEDDD"" &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
2690,I got hoes I got fuckin hoes I got fuckin hoes !!!
1718, I swear that bitch.... can not talk... but I love her attitude bruh.. #LHHATL
1665," Every females worried about being played, &amp; every nigga worried she a hoe. So nothing but games will b played wit that minds&# ;"
2309, he killed that hoe though
7723, Anxiety is a bitch
2281, do it pussy
253, I've been at work chuckling at that time said not revealing your age keeps the pussy fresh. &# ;&# ;&# ;&# ;&# ;
484,Niggas is hoes #OnHere and in real life too....
418, Muslim Jihadi fighters book tickets on cruise ships to Syria and Iraq&# ; 
2751,"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple."""
3798, Basic bitches &gt; basic cable
1896, Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL
2681,I hope you all accidentally get a fat black bitch pregnant
170,""" Fat hoes get chose"" lol"
3368, If my jokes offend you: . I'm sorry . It won't happen again . &amp; are lies . You're a pussy
3375, rt for the real niggas fav for the bitch niggas 
4683," Saying, ""Who cares?"" comes from a privileged position. May you never experience what a queer person goes through, and may &# ;"
629,&# ; Oxtails and yellow rice is blasphemy&# ; boneless
758, World Cup diary: Argentina mock Brazil with twirling towels (Photo: Getty) 
3315,"Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers."
3463,&# ; My Anaconda Don't My Anaconda Don't My Anaconda Don't Want None Unless You Got GOALS Hun &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; Smh . White Ass niggah .
3219," Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&# ;"
3835,"Y'all can say ""Imma make it way farther than you.""all you want but aye I'm gonna have fun bitch so SUCK A DIIICCCKKK!!"
5669,Today is fun but tuesday will be awesome. #IU v #michiganst # UBB #hoosiers
15914,"It's not ""pears"" bitch, it's PEAR."
2420,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
5790,lmaoooo Lol OK pal what bitch gone tell me no? TUH! 
546, janemba is better than yo pussy ass
3092," kim kardashian is making $ million from in app purchases from her game. and you all call her dumb, bitch she's a damn gen&# ;"
3122, &# ; #AskAugust How Tall are you? I keep getting different answers from different people &# ;&# ;&# ; abo&# ;
2771, Panera with my bottom bitch 
6084, &# ; &# ; Tiny Jihadi 
16379,"He doesnt like you, ya stupid bitch. He likes ur vag. Idiot haha. #goingtogethurtagain"
5381,""" Fuckin hot gym pussy fuck yeah"
4529, quit being a baby & hit that patchouli pussy!
15130,"Yo homegirl fat and got a mustache, no need to ""yass bitch &# ;&# ;"" that"
2999, what hoes tho ? Lol.
15545,These are insane and Cigars trash!? Foam done bumped his head These are insane. Like so insane. 
15775,Niggas wifing hoes &amp; ugly bitches &# ;&# ;&# ;&# ; I get on Facebook just to remind myself I'm doing fine
5816, bitch I'm starving!
7333,Lmaoooooooo Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy
1887, That nigger made the shit out of my coffee.
5607," That pup was like, this bitch is AWESOME! Can I go home with YOU?"
6256,I ont like that game wit that retarded ass bird &# ;
2837,bitches come &amp; go ya know that
2579,"I mean if she a cunt, then she a cunt. It happens."
899," Thats when you say ""this bitch aint got no job"" #mlrt"
9759,Her pussy clean but she dance dirty..
1715,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""...."
16552,money hoes and clothes
1587,&# ; Every female owns a thong &# ; If she wear thongs she a hoe lol&# ;&# ; both facts
16375," don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &# ;"
5425,Ladies you are not a hoe if you fucked on the first night. Don't let these lonely bitches lie to you.
3915,Ayo!! unblock me so i ca tell you how garbage yo bitch ass playing....
9572," dude last day, fuck it walk out that bitch"
4525, lol thanks bitch hahah Vegas ain't ready for us lol
8217,Why is such a bitch? I mean who gets mild salsa? His father should be ashamed...
5557,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.
8490,"I hate bitches that wear those fake ass ray bans, they're only $ stop being cheap."
2957,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;
3613,Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao
3660," If a guy ever called me names such as bitch, slut blah blah. I'd never ever think twice about being with him. Like fuck you I&# ;"
7597,"I mean...If you blow a foul there, it has to be a yellow in that situation no?"
579, This is for the bitches who played me... What up hoe?
15764," ""Happy Happy Helloween, Helloween whoa oh whoa ho"" "
2850, say that hoe has sparked a many a blunt since you left it
920,Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth &amp; you won't have to hide behind your brother bitch boy
204,Team john in this bitch &# ;&# ;
2046,You thought I was playin when I cut that bitch off
2499," ""You're such a bitch"" Me: "
292," shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull"
475,today i start breaking in a new pair of docs have mercy on my soles
3513, Did those bitches from Frozen ever build a snowman?
5928, Thank You Rangers for taking out the diving pussy I love it !! #bruinsfan
3221,I tld that hoe wrongs dnt make a rite now she wanna sing
1492, lmao this nigguh
1440,Don't let this natural hair care shit fool you. Some of you hoes need a perm.
3021,#oomf can get it but I'm chilling till da bitch hit me up
1602, My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass.
3163," right, so the link would be your trash bin &# ; gotcha"
6693,"Hey. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?"
9008, what you laughing at hoe
6972,"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy."
9054,He's a bitch.
3591, really thou im looking like Hulk Hogan in this bitch
15822,I like bitches with &# ;
323," You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight"
